step,Qk_bin_0,Qk_bin_1,Qk_bin_2,Qk_bin_3,Qk_bin_4,Qk_bin_5,Qk_bin_6,Qk_bin_7,Qk_bin_8,Qk_bin_9,Qk_bin_10,Qk_bin_11,Qk_bin_12,Qk_bin_13,Qk_bin_14,Qk_bin_15,Qk_bin_16,Qk_bin_17,Qk_bin_18,Qk_bin_19,Qk_bin_20,Qk_bin_21,Qk_bin_22,Qk_bin_23,Qk_bin_24,Qk_bin_25,Qk_bin_26,Qk_bin_27,Qk_bin_28,Qk_bin_29
54,1.0,2.6123933e-14,4.608906e-14,9.628066e-18,3.5282903e-17,-8.1028355e-18,1.3226274e-16,2.1261441e-19,4.57978e-16,7.650271e-18,-4.687981e-17,1.9602352e-17,-8.7134134e-17,2.701813e-16,-1.22041475e-17,1.5453906e-17,-4.5715737e-18,-1.4662651e-15,-3.91416e-18,9.471222e-18,1.0941512e-17,-2.8543906e-18,-1.6047258e-17,-5.164594e-18,-6.310268e-18,0.0,0.0,0.0,0.0,0.0
55,1.0,2.7125876e-14,4.838473e-14,-9.696059e-19,6.023936e-17,-8.189827e-18,1.8736398e-16,-4.9532096e-18,6.0268596e-16,-1.6373445e-17,-7.5797455e-18,1.0699073e-17,-1.0016415e-16,3.48261e-16,-1.1490103e-17,-1.3191778e-18,2.3854567e-17,-1.584718e-15,4.356166e-18,1.112512e-17,-7.543235e-18,-4.698673e-18,7.458865e-18,-1.8542298e-18,2.1556794e-18,0.0,0.0,0.0,0.0,0.0
56,1.0,2.765975e-14,4.9956875e-14,-7.2933145e-19,8.495793e-17,-6.5993954e-18,1.3109631e-16,-3.3294404e-18,6.974821e-16,-1.1165189e-17,-7.4427925e-17,2.7854642e-17,-1.5972675e-16,2.0631879e-16,-7.533412e-18,-2.489261e-17,3.0894094e-17,-1.6623106e-15,1.4433626e-19,-1.0839991e-17,-5.1870875e-18,4.522977e-19,1.8288376e-18,-1.7737463e-18,-1.4205483e-18,0.0,0.0,0.0,0.0,0.0
57,1.0,2.8529957e-14,5.122215e-14,7.807745e-18,4.4432586e-17,-1.8073483e-18,1.5704449e-16,-4.1165847e-18,9.822673e-16,-5.8418204e-18,-4.608028e-17,2.7505926e-17,-3.235657e-16,2.1879015e-16,2.174599e-17,-7.762463e-18,-1.334276e-18,-2.0545426e-15,-4.8506665e-18,-8.1919636e-19,7.31638e-18,-3.9733997e-18,5.799391e-18,-6.4580877e-18,-5.180764e-18,0.0,0.0,0.0,0.0,0.0
58,1.0,2.923335e-14,5.215922e-14,-9.583866e-19,1.5653942e-16,2.443584e-19,9.07022e-17,1.2415148e-17,4.3797977e-16,-1.20246435e-17,2.5026035e-17,2.1737874e-18,-1.1526558e-16,1.7337646e-16,1.022906e-17,-2.4249023e-18,-1.7673855e-17,-1.8170907e-15,4.6851394e-18,-8.389352e-19,1.5719568e-18,-9.442122e-18,2.9844073e-18,-5.047814e-18,5.294756e-18,0.0,0.0,0.0,0.0,0.0
59,1.0,3.022374e-14,5.373843e-14,9.847582e-18,1.05947305e-16,7.4610145e-19,2.166796e-16,7.861449e-18,2.9365065e-16,7.607659e-18,-4.754378e-17,-3.5234777e-17,-6.257803e-17,-1.9692486e-18,2.993903e-17,-8.68298e-18,3.079884e-17,-2.1925753e-15,8.526864e-18,-1.7790762e-17,1.0442822e-17,-2.7908937e-18,-2.867644e-19,1.15881825e-17,-1.807321e-18,0.0,0.0,0.0,0.0,0.0
60,1.0,3.0934697e-14,5.5457405e-14,1.1387457e-17,-2.163786e-17,-4.398385e-18,9.2909224e-17,3.7741264e-17,6.0367673e-16,2.5038286e-18,-5.1193983e-17,-2.0864597e-18,-1.5821306e-16,2.1250495e-16,1.3613123e-17,3.6168886e-18,4.094837e-18,-2.2673672e-15,-9.285586e-18,-7.918209e-18,6.200693e-19,2.8275296e-18,-1.0559548e-17,3.2872505e-18,-2.3519547e-18,0.0,0.0,0.0,0.0,0.0
61,1.0,3.1272517e-14,5.6606802e-14,4.075647e-18,6.3852646e-17,-8.123267e-18,2.498797e-16,-3.5473032e-17,4.756184e-16,-1.7488195e-17,-1.6595015e-17,1.0220332e-17,-9.457351e-17,1.147118e-16,1.32452635e-17,-2.0121595e-17,2.2793724e-19,-1.6296983e-15,-8.577243e-18,1.4568095e-17,-9.280918e-18,-1.917092e-18,-5.885211e-18,-3.6206647e-18,1.7172813e-18,0.0,0.0,0.0,0.0,0.0
62,1.0,3.28407e-14,5.8571644e-14,-4.965609e-18,8.394871e-17,-5.746397e-18,1.8547925e-17,4.7178068e-17,6.030463e-16,-1.7459589e-17,-6.216618e-17,1.9847694e-17,-1.383558e-16,2.587627e-16,-9.618693e-18,1.6422056e-17,5.3027836e-17,-2.0081444e-15,9.080928e-18,-1.10945045e-17,3.85817e-18,2.0311118e-18,-3.2200615e-18,-1.5603438e-18,1.4308175e-18,0.0,0.0,0.0,0.0,0.0
63,1.0,3.3885617e-14,6.043957e-14,6.9546145e-18,9.475183e-17,-5.2471e-19,1.5188467e-16,2.8897232e-18,4.4592897e-16,-1.1528955e-17,-4.7351646e-17,3.031189e-17,-1.3774398e-16,1.04413824e-16,5.422734e-17,3.240979e-17,3.106101e-18,-1.815973e-15,-1.8004434e-18,1.1616717e-17,8.3386704e-18,-4.018526e-18,-5.9253454e-18,6.414044e-18,-2.0930389e-18,0.0,0.0,0.0,0.0,0.0
64,1.0,3.4557325e-14,6.1917465e-14,7.18401e-18,7.909903e-17,-6.658842e-18,1.5862239e-16,-2.4120121e-18,8.191061e-16,-5.7713235e-18,-6.6211354e-17,2.7027832e-17,-2.226704e-16,5.716894e-17,1.817623e-18,-8.156113e-18,3.3747689e-18,-1.8559735e-15,-3.9242735e-18,-1.331167e-17,4.8678615e-18,-8.585943e-18,1.1447115e-17,-3.1748168e-18,3.2117053e-18,0.0,0.0,0.0,0.0,0.0
65,1.0,3.5870067e-14,6.385443e-14,8.115038e-18,1.2692367e-16,-4.6680552e-18,8.189862e-17,1.6226824e-17,5.710784e-16,-5.1259336e-18,7.198703e-18,4.3849437e-17,-1.4375526e-16,2.0485063e-16,-1.490261e-17,-3.8824457e-17,4.1060435e-17,-2.0448377e-15,6.654502e-18,1.2122994e-17,-9.162095e-19,-1.2188858e-18,-1.1589137e-18,7.152141e-18,5.120799e-19,0.0,0.0,0.0,0.0,0.0
66,1.0,3.6830473e-14,6.536677e-14,8.064126e-18,1.5224373e-16,-8.5684067e-19,8.775689e-17,4.8887446e-17,6.0372136e-16,-1.37454604e-17,-2.1024044e-17,3.3238367e-17,-1.8736571e-16,1.1784829e-16,1.399091e-17,-3.3857508e-17,7.306023e-17,-1.7708657e-15,-1.4202372e-18,8.027448e-18,8.695044e-18,2.4681572e-18,-6.7368757e-18,-7.019992e-18,-8.086073e-19,0.0,0.0,0.0,0.0,0.0
67,1.0,3.7887828e-14,6.689675e-14,5.9822426e-18,6.6216496e-17,2.001118e-19,4.7486086e-17,-1.2228751e-17,3.8486236e-16,-7.619028e-18,-1.807057e-17,4.1683335e-17,-1.1584218e-16,1.4383575e-19,-3.089491e-17,1.1920443e-18,8.539709e-18,-1.8261465e-15,-7.286833e-18,-9.892979e-18,-3.72025e-18,8.4561905e-18,7.4076654e-18,-3.2459746e-18,-5.339839e-19,0.0,0.0,0.0,0.0,0.0
68,1.0,3.8829196e-14,6.8314434e-14,1.14841984e-17,1.0072018e-16,-2.0843563e-17,1.6184401e-16,2.816234e-17,6.829592e-16,4.6614554e-19,-6.294656e-17,-9.477601e-18,-4.7761247e-18,1.4946319e-16,-1.0545025e-17,-2.790428e-18,2.8064935e-17,-2.0248621e-15,-4.0855356e-18,4.9321384e-18,-2.537761e-19,8.980149e-19,2.4128898e-18,2.3688623e-18,2.6510483e-18,0.0,0.0,0.0,0.0,0.0
69,1.0,4.0345372e-14,7.028449e-14,2.9211859e-18,2.190409e-17,-1.1519461e-17,1.4908675e-16,1.890906e-18,8.4998057e-16,-8.665925e-18,-9.337712e-17,7.229807e-18,-1.4671041e-16,1.8948307e-16,-1.2402674e-17,-2.1246468e-17,3.5066264e-17,-1.4692115e-15,-2.1095437e-19,1.3263778e-19,-8.050253e-18,9.430609e-19,-3.0427206e-18,-3.6836338e-18,-8.311575e-19,0.0,0.0,0.0,0.0,0.0
70,1.0,4.1410346e-14,7.31585e-14,1.1622181e-17,9.6360433e-17,5.0430927e-19,2.0362855e-16,-2.5466443e-17,6.419193e-16,-7.029085e-18,-1.1343175e-17,5.429846e-18,-1.5930097e-16,2.04733e-16,-1.3057572e-17,-2.5005728e-17,1.538386e-17,-1.7195968e-15,2.680822e-18,1.6992936e-18,-8.460136e-18,1.5365641e-18,3.2585713e-18,-1.3011296e-18,1.5115511e-19,0.0,0.0,0.0,0.0,0.0
71,1.0,4.237531e-14,7.531555e-14,5.478901e-18,5.9995794e-17,8.6775e-18,2.3977253e-16,-1.0043327e-18,9.266825e-16,-1.9328476e-17,-3.566551e-17,-1.600451e-17,-2.607648e-16,9.119252e-17,-2.224792e-17,2.5934468e-18,3.400753e-17,-1.9837465e-15,-3.1531488e-18,-1.999919e-17,3.754266e-18,2.5470835e-18,-2.2480165e-18,2.6653305e-19,-7.718569e-19,0.0,0.0,0.0,0.0,0.0
72,1.0,4.3614177e-14,7.71413e-14,6.816187e-18,9.889652e-17,1.1354707e-17,1.448446e-16,3.6716053e-17,6.3294945e-16,-3.0956516e-17,-8.952187e-17,3.874071e-18,-2.5979664e-17,-3.178856e-17,3.0109986e-17,-2.2570766e-17,5.3970137e-17,-2.7824562e-15,-1.2135415e-17,2.3415138e-18,-6.5089515e-18,-4.713815e-18,-5.5295986e-18,1.2257696e-17,-6.078634e-19,0.0,0.0,0.0,0.0,0.0
73,1.0,4.5156936e-14,7.9442075e-14,8.3478095e-19,8.183677e-17,-6.8920283e-18,2.1674816e-16,2.9772486e-18,5.961172e-16,-2.2211608e-17,2.073953e-17,3.1469706e-17,-1.418553e-16,7.74671e-17,-6.5751135e-18,-1.1808668e-17,-1.6401617e-18,-2.8841173e-15,1.300704e-19,-5.225702e-19,-1.848125e-17,6.569348e-18,7.9698554e-18,-4.362536e-18,1.239531e-18,0.0,0.0,0.0,0.0,0.0
74,1.0,4.664798e-14,8.1107274e-14,9.1343255e-18,5.8445723e-17,1.1454806e-17,1.508739e-16,1.0913024e-18,5.891779e-16,-8.665143e-18,2.0599058e-19,-4.7549832e-18,-1.4962558e-16,1.3924142e-16,2.7427506e-17,4.0399638e-19,1.6614212e-17,-2.6329638e-15,1.3221302e-17,5.3769933e-18,-3.2151555e-18,-2.268536e-18,1.5294209e-17,4.0859095e-18,1.2218241e-18,0.0,0.0,0.0,0.0,0.0
75,1.0,4.8240847e-14,8.3456774e-14,7.862617e-18,9.480394e-17,-1.3572294e-18,2.3898995e-16,3.057339e-17,5.9042347e-16,1.02233535e-17,-1.049459e-17,4.5338795e-17,-1.6901547e-16,1.7838616e-16,-5.2139593e-18,-4.2156668e-17,5.6370976e-17,-3.1460208e-15,-8.15117e-18,5.2317912e-18,-1.488033e-17,-2.6005922e-18,-8.005125e-18,1.5053736e-18,5.650103e-19,0.0,0.0,0.0,0.0,0.0
76,1.0,4.9228674e-14,8.5849e-14,1.6944464e-17,1.3026451e-16,8.1196256e-18,3.6917118e-16,-9.477216e-18,8.127538e-16,5.4980813e-18,-9.731165e-17,6.7680004e-17,-1.4649246e-16,1.6784896e-16,-2.379978e-17,-4.604496e-17,6.9934455e-17,-2.5396335e-15,3.9045837e-18,9.551266e-18,-9.449048e-18,-1.0484846e-17,2.2706085e-18,7.263655e-18,-2.697465e-18,0.0,0.0,0.0,0.0,0.0
77,1.0,4.990552e-14,8.705733e-14,6.1940922e-18,1.2302502e-16,1.5116423e-17,1.8798294e-16,1.644669e-17,8.991272e-16,-8.268151e-18,-4.3728417e-17,3.1793888e-17,-1.4225292e-16,6.9043654e-17,1.441383e-17,-1.6944155e-17,3.6796716e-17,-2.5247037e-15,1.6542062e-18,-9.468551e-18,1.07918425e-17,7.601746e-19,-5.693354e-19,1.4084416e-17,-2.9797728e-18,0.0,0.0,0.0,0.0,0.0
78,1.0,5.142902e-14,8.932998e-14,1.2112824e-17,1.7248036e-17,-1.7746662e-17,1.5241128e-16,3.2079706e-18,1.1065087e-15,2.4882544e-19,-3.2564304e-17,5.4678094e-17,-1.775249e-16,2.3785305e-16,2.35762e-17,-3.0593063e-17,6.292826e-17,-1.9720553e-15,-2.361818e-18,7.653761e-18,-5.3915322e-18,2.0526576e-18,7.7159226e-18,1.0290843e-18,4.3249713e-18,0.0,0.0,0.0,0.0,0.0
79,1.0,5.3091863e-14,9.258099e-14,2.068807e-17,1.3548219e-16,-5.3969775e-18,1.750864e-16,1.33986914e-17,5.6825545e-16,7.738606e-18,-8.864018e-17,2.3617404e-17,-1.3230391e-16,1.981645e-16,-4.504576e-17,3.80677e-17,2.8036215e-17,-2.1537123e-15,-1.75212e-18,6.4714045e-18,-3.7516222e-18,-3.3086365e-20,6.2986044e-18,9.13768e-19,-6.2538606e-18,0.0,0.0,0.0,0.0,0.0
80,1.0,5.458613e-14,9.525011e-14,2.1815496e-17,2.1162357e-16,-4.5376647e-18,1.8822646e-16,1.6136939e-17,8.064363e-16,-1.4547298e-17,-8.144277e-17,1.0864577e-17,-2.5832173e-16,3.5056033e-16,1.0429545e-17,-2.7586033e-17,-1.9715362e-18,-2.376409e-15,-6.6317766e-18,5.9682008e-18,-1.5346526e-17,-4.5691774e-18,2.2397617e-18,2.8672576e-18,2.0910892e-18,0.0,0.0,0.0,0.0,0.0
81,1.0,5.5408647e-14,9.685316e-14,1.6105791e-18,6.943319e-17,1.4391663e-18,6.42958e-17,4.2545476e-17,1.1544203e-15,2.7207324e-17,-2.1115198e-17,-4.7930324e-19,-2.0222816e-16,4.6668484e-18,3.9868537e-17,-4.2725368e-17,5.3174416e-17,-3.4755951e-15,6.3373214e-18,-3.3995928e-18,-1.005346e-17,1.0122099e-19,3.516207e-18,2.0600759e-19,4.442816e-19,0.0,0.0,0.0,0.0,0.0
82,1.0,5.6142438e-14,9.9333275e-14,5.652792e-18,-3.157203e-18,-1.3253387e-17,1.854471e-16,1.1983251e-17,1.1407101e-15,-1.2210046e-17,-4.4489248e-17,1.2469123e-17,-8.637914e-17,1.6006442e-16,-1.5062502e-17,-2.2786533e-18,3.79999e-17,-2.2375642e-15,-2.8459953e-18,-2.0061653e-18,-1.2965495e-17,4.823164e-19,8.8292895e-18,-3.9273493e-18,-4.504131e-18,0.0,0.0,0.0,0.0,0.0
83,1.0,5.763527e-14,1.0230631e-13,7.989353e-18,2.341211e-16,1.6537604e-17,2.2484818e-16,1.8509771e-17,6.4396305e-16,-1.7609625e-17,-2.8648613e-17,-1.3844539e-17,-3.1409726e-16,2.1152594e-16,1.2224468e-17,-2.9454532e-17,6.1971366e-17,-1.1930979e-15,-1.006771e-17,-1.705482e-17,-1.0085797e-17,2.8465022e-18,1.654929e-17,-8.748793e-18,-6.505551e-18,0.0,0.0,0.0,0.0,0.0
84,1.0,5.8654836e-14,1.0515989e-13,1.748822e-17,5.630913e-17,1.4808169e-17,2.9189857e-16,7.145491e-17,5.353466e-16,6.6368444e-18,-3.432289e-17,6.162673e-17,-2.4465191e-16,1.4322022e-16,7.809523e-19,-5.2804173e-17,5.3027952e-17,-1.9273892e-15,-9.8820604e-18,-1.3895127e-17,-1.951164e-17,-3.084203e-18,-3.9290384e-18,-8.450153e-18,9.758719e-19,0.0,0.0,0.0,0.0,0.0
85,1.0,6.040653e-14,1.07218325e-13,1.916421e-17,8.1018516e-17,-3.9240753e-18,2.300607e-16,4.1617935e-17,1.1738839e-15,-1.361397e-17,2.6292134e-17,3.2458733e-17,-6.897216e-17,1.2519083e-16,9.201416e-18,-6.750512e-18,-2.0853347e-17,-2.1378298e-15,-3.1231306e-18,-3.8328853e-18,9.373444e-19,6.4185685e-19,-1.4527287e-17,1.748424e-18,-4.3675256e-18,0.0,0.0,0.0,0.0,0.0
86,1.0,6.102633e-14,1.09066524e-13,-1.3206599e-18,1.6413227e-16,1.3115428e-17,2.046817e-16,3.6305073e-17,6.3106416e-16,-3.0148397e-18,-1.4403429e-16,-2.5143761e-17,-1.4267104e-16,3.1052596e-16,3.4509532e-17,-1.14580165e-17,5.321427e-17,-3.251614e-15,4.315076e-18,-1.1547021e-18,1.9446874e-17,-4.1136734e-18,1.1946188e-17,7.868355e-18,1.6299464e-18,0.0,0.0,0.0,0.0,0.0
87,1.0,6.2752016e-14,1.127999e-13,2.6892064e-17,1.2841094e-16,4.4879214e-18,1.570547e-16,-6.7931104e-18,1.0403304e-15,-7.299523e-18,-4.423405e-17,5.49333e-17,-4.1605202e-16,4.1417868e-16,1.4509694e-17,-4.1937948e-17,3.2163787e-17,-1.946587e-15,-3.1594885e-18,1.1118479e-17,7.51843e-18,3.422971e-18,9.148477e-18,1.4477308e-17,1.2173543e-17,0.0,0.0,0.0,0.0,0.0
88,1.0,6.4423144e-14,1.1607692e-13,2.1006731e-17,1.618154e-16,5.5021267e-18,2.5455053e-16,1.3477643e-17,9.029182e-16,-7.395335e-18,2.7790125e-17,8.243338e-18,-6.4189844e-17,3.530965e-17,-2.0131645e-17,-5.4065395e-17,7.160289e-17,-3.9025844e-15,5.964425e-19,-3.785264e-18,-8.160987e-18,1.0957547e-19,-9.217275e-18,4.4681708e-18,9.58245e-18,0.0,0.0,0.0,0.0,0.0
89,1.0,6.5663193e-14,1.1838722e-13,1.9398037e-17,1.702818e-16,2.339479e-18,2.2595168e-16,-3.994141e-17,9.193139e-16,4.7543186e-18,-8.165723e-17,1.5260026e-17,-3.2297125e-16,2.8532215e-16,-4.7864016e-18,-1.2566488e-17,4.5403646e-17,-2.7386375e-15,1.3140556e-18,2.9257645e-18,1.1961789e-17,-5.680662e-18,-2.7363137e-18,8.856247e-18,-5.8009716e-19,0.0,0.0,0.0,0.0,0.0
90,1.0,6.68683e-14,1.200008e-13,1.8705154e-17,9.954638e-17,1.784419e-17,1.2505088e-16,2.2029696e-17,9.546333e-16,-2.8275502e-19,-8.060315e-17,1.4062597e-17,-2.9214133e-17,1.6341023e-16,9.847642e-19,2.0217282e-17,-1.820233e-17,-3.7054083e-15,-5.6835017e-18,-4.3936405e-18,1.5866626e-17,-1.0199547e-18,2.5354e-18,3.606413e-18,-7.6879275e-18,0.0,0.0,0.0,0.0,0.0
91,1.0,6.861932e-14,1.2241274e-13,1.3610409e-17,1.265107e-16,4.018348e-17,2.7649e-16,4.469218e-17,5.166665e-16,-1.9641144e-17,-9.254725e-17,6.0988295e-18,-1.2077413e-16,2.7175292e-16,1.8006921e-17,-4.2227395e-17,2.5311606e-17,-3.446364e-15,1.7454253e-18,-4.2618354e-19,1.8482007e-18,4.4757663e-18,-9.43727e-18,-7.281577e-18,5.930265e-18,0.0,0.0,0.0,0.0,0.0
92,1.0,7.060704e-14,1.2513082e-13,1.567575e-17,9.5874203e-17,-6.4593107e-19,1.8970413e-16,1.3862418e-17,1.0404302e-15,1.8968937e-17,-5.76258e-17,-5.244783e-18,-2.826043e-16,2.301665e-16,-1.2172521e-19,1.2585573e-17,2.4656568e-17,-2.6904092e-15,6.353832e-18,2.6677677e-17,-6.1716793e-18,-9.6922556e-18,-5.6221436e-18,6.008722e-18,2.3255484e-18,0.0,0.0,0.0,0.0,0.0
93,1.0,7.2269535e-14,1.2770372e-13,1.2764982e-17,5.1681626e-17,-4.824247e-19,2.471786e-16,5.0658675e-18,4.8481154e-16,-6.971757e-18,4.6030963e-18,-3.2264302e-18,-2.622469e-16,1.2923759e-16,-3.5042346e-19,2.4937694e-17,-3.8479516e-17,-2.7565753e-15,-1.2451501e-18,-6.7006808e-18,-4.171026e-18,-4.9032624e-18,-4.9901164e-18,-1.4646761e-17,-1.5263171e-17,0.0,0.0,0.0,0.0,0.0
94,1.0,7.3300124e-14,1.300411e-13,-1.4207886e-18,7.432416e-17,1.7505623e-18,2.0719294e-16,1.6563646e-18,1.2322449e-15,-1.5457837e-18,-9.041942e-17,1.31587205e-17,-1.0592764e-16,1.0329581e-16,-7.3899675e-19,1.7141915e-17,4.631403e-17,-3.310868e-15,-1.4551642e-17,3.1421018e-18,-6.960251e-18,-2.1308262e-18,2.8393973e-18,-9.762687e-18,-1.1960033e-17,0.0,0.0,0.0,0.0,0.0
95,1.0,7.417058e-14,1.3230081e-13,1.2551115e-17,1.6204762e-16,1.0983312e-17,1.8990428e-16,6.539362e-17,8.908234e-16,-7.791172e-18,-3.0621005e-17,-1.9697467e-17,-1.3542752e-16,1.917858e-16,4.6990933e-17,-7.17496e-18,-3.1706746e-17,-4.702149e-15,-1.145136e-18,-1.4622823e-18,1.046611e-17,-2.2272707e-18,9.594785e-18,8.658303e-18,1.04401335e-17,0.0,0.0,0.0,0.0,0.0
96,1.0,7.643019e-14,1.344976e-13,3.673359e-18,5.1937893e-17,2.1951125e-17,2.6682022e-16,1.8309405e-17,6.180259e-16,9.696991e-19,-1.5183426e-17,-2.29421e-17,-1.2403445e-16,2.4936084e-16,-2.2192185e-17,-3.985471e-17,9.833502e-17,-3.8537877e-15,2.1513187e-18,6.0644573e-18,-1.1050766e-18,3.1565227e-18,2.5863754e-18,-3.070749e-18,-3.0979153e-18,0.0,0.0,0.0,0.0,0.0
97,1.0,7.820912e-14,1.379483e-13,1.5895296e-17,1.05855157e-16,-1.0246299e-17,2.2679686e-16,6.784545e-17,1.2804631e-15,-5.434504e-18,-1.0447143e-16,-2.7036407e-18,-1.4340404e-16,7.4529886e-17,2.5867301e-17,-1.5087986e-17,2.592026e-17,-3.2573535e-15,-1.161314e-17,-8.120574e-18,-1.0660134e-17,-5.6332567e-18,-4.169072e-18,-4.7014928e-18,-2.286234e-18,0.0,0.0,0.0,0.0,0.0
98,1.0,7.9587494e-14,1.4085255e-13,1.6767226e-17,1.05319785e-16,-1.5384336e-18,1.7679988e-16,-8.705389e-18,1.1980959e-15,-1.3799575e-17,-2.5154288e-17,5.146205e-17,-2.5152392e-16,1.4304612e-16,-3.9183225e-17,-2.123405e-17,2.686934e-18,-2.3975742e-15,9.45752e-18,2.8800897e-18,-4.2530707e-18,-8.483062e-18,6.6916786e-18,-3.0340344e-18,9.527045e-18,0.0,0.0,0.0,0.0,0.0
99,1.0,8.1742725e-14,1.4423207e-13,5.2160926e-18,1.6218252e-16,3.0238173e-18,3.2956967e-16,-1.2992057e-17,1.2333455e-15,6.0776632e-18,-1.03607905e-16,3.5309776e-17,-1.5173907e-16,4.2233545e-16,-2.4701365e-17,-2.454984e-17,6.734142e-17,-1.8122871e-15,5.0738705e-18,1.6482057e-18,6.233413e-18,3.528454e-18,1.2071077e-17,-4.320495e-18,-1.4189439e-18,0.0,0.0,0.0,0.0,0.0
100,1.0,8.344706e-14,1.4743919e-13,2.8053215e-17,2.1706531e-16,4.662965e-18,3.091811e-16,-4.9177218e-17,1.0282913e-15,4.626442e-18,-1.9461748e-17,1.3218534e-17,-1.6052145e-16,3.2423924e-16,1.450952e-17,-3.2852173e-17,5.2908937e-17,-4.2784697e-15,-3.9731946e-18,3.0142213e-17,4.9867307e-18,-7.761437e-18,6.1984833e-18,1.2613778e-17,2.08882e-18,0.0,0.0,0.0,0.0,0.0
101,1.0,8.50514e-14,1.5105082e-13,1.552515e-17,1.5584488e-16,4.690859e-18,3.5806047e-16,-5.09484e-17,1.2417752e-15,2.2560408e-18,-2.2524257e-17,4.048479e-17,-2.8956404e-16,1.5295237e-16,-8.512827e-18,1.4025264e-17,5.0899844e-17,-1.9049167e-15,-1.0040099e-17,4.708477e-18,8.294689e-18,-2.7396908e-18,7.602074e-18,-2.4360324e-18,1.4410691e-18,0.0,0.0,0.0,0.0,0.0
102,1.0,8.66394e-14,1.542991e-13,9.524068e-18,1.4168065e-17,8.3479506e-18,2.3654708e-16,3.3298437e-17,9.647099e-16,2.7985702e-19,1.3874433e-17,5.408268e-17,-1.7523526e-16,3.963951e-16,3.683405e-17,-2.3918417e-17,6.499408e-17,-3.0996885e-15,7.10143e-19,-4.912983e-18,-8.805826e-18,-5.4899957e-18,-8.285657e-18,7.385886e-18,-5.263211e-19,0.0,0.0,0.0,0.0,0.0
103,1.0,8.832668e-14,1.5800147e-13,8.977638e-18,2.4208533e-16,3.4034436e-17,2.5481464e-16,1.4042547e-17,6.3961655e-17,-1.3123499e-17,-3.328251e-17,9.709351e-18,-1.5566565e-16,4.0245804e-16,-1.23525784e-17,-2.947093e-17,5.9792936e-17,-3.641728e-15,-5.706373e-18,-1.2469894e-18,-1.0101438e-17,-2.521537e-18,-5.793467e-18,-5.2686988e-18,-1.3886746e-17,0.0,0.0,0.0,0.0,0.0
104,1.0,9.037133e-14,1.6096347e-13,2.0962022e-17,5.767823e-17,7.4171275e-18,3.010032e-16,1.780846e-17,1.3507101e-15,-1.0598176e-17,-1.5969161e-18,1.0719638e-18,-8.57568e-17,1.9372166e-16,-6.778786e-18,2.3328346e-18,6.707863e-17,-3.826458e-15,5.7090347e-18,-4.6998248e-18,-1.6707029e-18,1.1901314e-19,-1.1249084e-17,4.737444e-18,-2.9420664e-18,0.0,0.0,0.0,0.0,0.0
105,1.0,9.1744287e-14,1.6348426e-13,1.25726085e-17,7.542294e-17,6.3942505e-18,3.04801e-16,-3.528255e-17,4.3754376e-16,1.21348e-17,-1.1339294e-16,5.809074e-17,-2.1193126e-16,2.8124932e-16,4.3252257e-18,-3.0874093e-17,4.9111314e-17,-3.7200234e-15,2.387779e-18,3.2716517e-18,6.1351485e-19,-8.285921e-18,-6.8388526e-18,2.9412998e-18,-1.3116278e-17,0.0,0.0,0.0,0.0,0.0
106,1.0,9.3276495e-14,1.6659794e-13,1.5289815e-17,1.706882e-16,-3.4687513e-18,3.0810794e-16,6.0107795e-18,1.2929764e-15,-7.416819e-18,-3.8994197e-17,4.9747926e-17,-2.1834691e-16,3.5624308e-16,-4.1909576e-17,-6.963952e-18,4.853658e-17,-3.0039435e-15,-1.625745e-18,1.9921295e-17,5.882653e-18,1.459177e-18,-8.929981e-18,5.3339125e-18,2.6565991e-18,0.0,0.0,0.0,0.0,0.0
107,1.0,9.456235e-14,1.6997945e-13,-1.1171905e-17,5.328494e-17,7.139696e-18,2.437765e-16,3.725528e-18,1.9676672e-16,-3.3692198e-17,-4.6352596e-18,6.615793e-17,-1.4563748e-16,3.0068132e-16,-2.8766225e-17,-6.4931825e-18,5.338326e-18,-4.7191056e-15,-4.5522495e-18,-3.7412647e-18,-3.7450193e-18,-3.5168882e-18,-8.930124e-18,2.0393811e-19,-1.2363286e-17,0.0,0.0,0.0,0.0,0.0
108,1.0,9.6607746e-14,1.7446496e-13,1.3700992e-17,2.0875933e-16,4.5234413e-18,2.9591453e-16,-3.7011214e-17,1.1163596e-15,6.988194e-18,-1.5766233e-16,5.6887142e-18,-1.2100436e-16,2.4315748e-16,-8.258465e-18,-5.3591242e-17,7.1690195e-17,-1.898434e-15,1.0144173e-17,-2.2665057e-18,-6.1739466e-18,-9.891271e-18,-1.4955527e-18,3.1681958e-18,-7.758366e-18,0.0,0.0,0.0,0.0,0.0
109,1.0,9.868673e-14,1.7817671e-13,8.7142e-18,1.8458369e-16,-1.4963125e-17,3.9162807e-16,3.0650297e-17,8.8404326e-16,-9.234764e-18,-3.7050416e-17,-1.1405198e-17,-1.4722244e-16,2.5754235e-16,2.0030516e-17,-3.5217334e-17,9.7407326e-17,-2.824053e-15,7.0364135e-18,4.8890403e-18,-5.9039913e-18,-2.945053e-19,-1.5456277e-17,-4.8832264e-18,-5.8978792e-18,0.0,0.0,0.0,0.0,0.0
